序号,代码,简称,事件类型,具体事项,交易日
60,code.301033,迈普医学,资产重组,"为进一步优化投资结构,提升投资价值,广州迈普再生医学科技股份有限公司拟增加1,000万元自有资金投资东纳协同,同时重庆莱美药业股份有限公司(以下简称“莱美药业”)以自有资金4,000万元增资东纳协同。2025年3月4日,公司与德摩咨询(深圳)有限公司、广州康臣药业有限公司、重庆莱美药业股份有限公司、丁骏、张适安签署了《广东东纳协同产业投资合伙企业(有限合伙)之合伙协议》(以下简称“东纳协同《合伙协议》”)。本次认缴完成后公司将持有东纳协同32.9670%的合伙份额。根据《公司章程》等规定,本次投资事项无需提交董事会、股东大会审议。本次交易不构成关联交易,亦不构成《上市公司重大资产重组管理办法》规定的重大资产重组。",2025-07-23
61,code.301033,迈普医学,资产重组,"近日,基于战略规划考虑需要,公司作为有限合伙人以自有资金人民币600万元认缴东纳协同新增出资额600万元。2025年7月23日,公司与德摩咨询(深圳)有限公司、广州康臣药业有限公司、重庆莱美药业股份有限公司、丁骏、张适安签署了《广东东纳协同产业投资合伙企业(有限合伙)之合伙协议》(以下简称“东纳协同《合伙协议》”),本次认缴完成后,公司将持有东纳协同37.1134%的合伙份额。",2025-07-23
62,code.301126,达嘉维康,对外担保,"近日,公司与石嘴山银行股份有限公司固原分行(以下简称“石嘴山银行”)、中国民生银行股份有限公司银川分行(以下简称“民生银行”)分别签订了《流动资金借款合同》《最高额保证合同》,同意为控股子公司宁夏德立信医药有限责任公司(以下简称“宁夏德立信”)分别提供总额度人民币2,000万元、3,000万元的保证担保。",2025-07-23
63,code.301162,国能日新,对外担保,"为保证公司全资子公司日新鸿启相关融资租赁事项的顺利进行,近日公司与苏银金租签署了《最高额保证担保合同》,公司为子公司与相关金融机构开展的融资租赁业务项下所负债务提供连带责任保证担保。同时,公司全资子公司日新鸿启与苏银金租分别签署了《最高额质押担保合同》及《最高额抵押担保合同》,将日新鸿启下属项目应收账款收费权质押及发电设备抵押给苏银金租。公司全资子公司日新鸿晟与苏银金租签署了《最高额质押担保合同》,将日新鸿晟持有的日新鸿启股权质押给苏银金租。上述事项已分别履行子公司内部审议程序,无需提交公司董事会或股东大会审议。",2025-07-23
64,code.301297,富乐德,资产收购,"安徽富乐德科技发展股份有限公司拟向上海申和等59名交易方发行股份、可转换公司债券购买其持有的江苏富乐华半导体科技股份有限公司100.00%股权,并拟向不超过35名特定投资者发行股份募集配套资金。本次交易完成后,江苏富乐华半导体科技股份有限公司成为上市公司的控股子公司。",2025-07-23
65,code.301297,富乐德,资产重组,"安徽富乐德科技发展股份有限公司拟向上海申和等59名交易方发行股份、可转换公司债券购买其持有的江苏富乐华半导体科技股份有限公司100.00%股权,并拟向不超过35名特定投资者发行股份募集配套资金。本次交易完成后,江苏富乐华半导体科技股份有限公司成为上市公司的控股子公司。",2025-07-23
66,code.301357,北方长龙,资产重组,"北方长龙新材料技术股份有限公司拟以人民币现金10,197.86万元(暂定价)通过受让股权及增资方式共计取得河南众晟复合材料有限公司51%的股权,其中受让股权的交易对价4,200.00万元(暂定价),增资的交易对价5,997.86万元(暂定价)。本次交易完成后,河南众晟将成为北方长龙的控股子公司。",2025-07-23
67,code.301357,北方长龙,资产重组,"本次交易的整体方案系发行股份购买资产,不涉及募集配套资金。上市公司拟以发行股份的方式向交易对方索近善购买河南众晟9.00%的股权。",2025-07-23
68,code.301357,北方长龙,资产收购,"本次交易的整体方案系发行股份购买资产,不涉及募集配套资金。上市公司拟以发行股份的方式向交易对方索近善购买河南众晟9.00%的股权。",2025-07-23
69,code.600023,浙能电力,资产重组,"公司与中国核工业集团有限公司(以下简称“中核集团”)、中国核电、中国石油集团昆仑资本有限公司(以下简称“昆仑资本”)、上海未来聚变能源科技有限公司(以下简称“上海聚变”)、国家绿色发展基金股份有限公司(以下简称“国绿基金”)、四川重科聚变能源科技有限公司(以下简称“四川聚变”)以1.0019元/注册资本的价格共同向聚变公司投资约1,149,157.48万元,认购聚变公司新增注册资本1,146,927.00万元,其中公司出资约75,145.86万元持有聚变公司5%股权。",2025-07-23
70,code.600058,五矿发展,对外担保,"五矿发展与五矿财务公司签署的《授信额度协议》及《最高额保证协议》已到期。近日,双方续签《授信额度协议》及《最高额保证协议》,五矿发展授权中国矿产、五矿钢铁、五矿贸易使用五矿财务公司授信额度,并为上述子公司提供担保,所担保债权的最高本金余额为15亿元人民币(上述各全资子公司使用授信额度及公司为其提供的担保额度可相互调剂)。保证期间为主合同约定的债务履行期限届满之日起满二年。商业汇票承兑、减免保证金开证和保函项下的保证期间为债权人垫付款项之日起二年。商业汇票贴现的保证期间为贴现票据到期之日起二年。主合同下债权人与债务人就主合同债务履行期限达成展期协议的,保证人继续承担保证责任,保证期间自展期协议约定的债务履行期限届满之日起满二年。本次担保无反担保。",2025-07-23
71,code.600180,瑞茂通,股份质押,"公司股东上海豫辉投资管理中心(有限合伙)将持有的本公司股份2000万股质押给郑州银行股份有限公司金水支行,质押起始日2025/07/21至质押解除日2026/07/17并于2025年07月21日办理质押登记手续。",2025-07-23
72,code.600225,退市卓朗,对外担保,"为满足业务发展需要,天津卓朗信息科技股份有限公司(以下简称“公司”)控股子公司江西卓朗数据中心有限公司(以下简称“江西数据中心”)向抚州农村商业银行股份有限公司高新支行(以下简称“抚州农商银行”)申请借款金额8,115.90万元,到期日为2025年12月31日,由公司控股子公司江西卓朗数字科技有限公司(以下简称“江西卓朗数字”)提供连带责任保证担保,保证期间自借款合同确定借款时起至到期之次日起三年;江西数据中心以名下部分房产提供抵押担保。",2025-07-23
73,code.600259,中稀有色,资产重组,"进出口公司拟按照国有产权转让的有关规定,将珠江稀土3%股权在境内产权交易所公开挂牌转让,以2025年3月31日珠江稀土净资产评估值19,921.23万元人民币作为参考,公司拟挂牌珠江稀土3%股权对应价值为597.64万元,本次股权出售的挂牌价格为不低于人民币597.64万元。交易完成后,进出口公司不再持有珠江稀土股权。",2025-07-23
74,code.600320,振华重工,资产重组,"上海振华重工(集团)股份有限公司拟将所持有的中交光伏科技有限公司全部股权以非公开协议转让方式转让给中国城乡控股集团有限公司,交易对价为人民币3,438.24万元。本次股权转让完成后,公司不再持有中交光伏股权。",2025-07-23
75,code.600338,西藏珠峰,资产重组,"本次被拍卖的股份为西藏珠峰资源股份有限公司控股股东新疆塔城国际资源有限公司持有的公司无限售条件流通股3,500,000股,占公司总股本的0.38%,占其持有公司股份的12.47%。京东资产交易平台于2025年5月26日上午10时至2025年5月27日上午10时止(延时除外)进行公开拍卖活动,因标的股票在规定时间内无竞买人出价已流拍。京东资产交易平台于2025年7月14日上午10时至2025年7月24日上午10时止(延时除外)再次进行公开变卖活动。竞买人以33,725,000元拍得3,500,000股西藏珠峰股票。",2025-07-23
76,code.600422,昆药集团,对外担保,"为支持旗下全资及控股子公司生产经营及业务发展,2025年7月21日,在上述批准范围内公司发生如下担保。",2025-07-23
77,code.600507,方大特钢,股份质押,"公司股东江西汽车板簧有限公司将持有的本公司股份8404万股质押给中泰证券股份有限公司,质押起始日2025/07/22至质押到期日2026/07/22并于2025年07月22日办理质押登记手续。",2025-07-23
78,code.600519,贵州茅台,资产重组,"为强化企业科技创新主体地位,坚定不移推动科技创新发展,始终保持行业科研领域领先地位,公司拟与控股股东茅台集团共同出资成立研究院公司。研究院公司注册资本金为10亿元(人民币,币种下同),其中公司以货币+实物(实验仪器)形式出资4.9亿元(占股49%),茅台集团以货币+实物(科技大楼)形式出资5.1亿元(占股51%)。",2025-07-23
79,code.600617,国新能源,对外担保,"为满足山西普华燃气有限公司(以下简称“普华燃气”)业务发展的资金需要,山西省国新能源股份有限公司(以下简称“公司”)全资子公司山西天然气有限公司(以下简称“山西天然气”)于2025年7月22日与诚泰融资租赁(上海)有限公司(以下简称“诚泰融资租赁”)签署了《保证合同》,为普华燃气与诚泰融资租赁签订的金额3,000万元,期限60个月的《售后回租赁合同》和金额2,000万元,期限60个月的《售后回租赁合同》提供全额连带责任保证,担保金额为5,000万元,担保方式为全额连带责任保证担保,担保期限为主债务履行期届满之日起三年(以租赁合同项下最晚的主债务履行期限届满之日为准)。普华燃气另一股东中油金鸿华北投资管理有限公司按所持股比向山西天然气提供反担保,普华燃气以其自身拥有所有权的资产向山西天然气提供反担保。",2025-07-23
